activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,549300WTZMQSET2VY242,99999,OK,40001,40001376700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Joint,4,0,2,1,1,1,2,2,2,135000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,161,NA,9,9,2,,,,,3,,,,,2,2,1,5,,,,6,,,,,2,2,2,1,2,2,45-54,35-44,No,No,1,3,1,,,,,10,,,,5420,50.0700000000000003,58100,76,1326,2185,31
2021,549300WTZMQSET2VY242,99999,OK,40011,40011958700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,65000.0,95.0,3.625,2.03,2,3367.13,NA,1494.13,,,360,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,35,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,1279,14.2300000000000004,58100,101,450,1026,41
2021,549300WTZMQSET2VY242,36420,OK,40017,40017300802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,2,265000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,211,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,3,6,,,,,10,,,,2522,9.35999999999999943,73100,108,812,949,34
2021,549300WTZMQSET2VY242,36420,OK,40017,40017301008,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,2,205000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,114,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,3,1,,,,,10,,,,6872,31,73100,156,1634,1997,13
2021,549300WTZMQSET2VY242,36420,OK,40017,40017301001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,1,1,1,2,2,2,185000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,2,NA,211,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,3,6,,,,,10,,,,258,25.1900000000000013,73100,93,63,109,31
2021,549300WTZMQSET2VY242,36420,OK,40017,40017300201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,445000.0,95.0,3.125,0.34,2,3281.0,NA,1031.0,,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,96,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5785,13.6600000000000001,73100,119,1713,2000,21
2021,549300WTZMQSET2VY242,36420,OK,40017,40017301008,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,205000.0,64.19,3.375,0.433,2,3735.0,NA,1031.0,,,300,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,100,38,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,6872,31,73100,156,1634,1997,13
2021,549300WTZMQSET2VY242,36420,OK,40017,40017300904,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Joint,1,0,2,2,1,1,2,2,2,205000.0,96.5,4.5,2.572,3,NA,NA,1511.0,,1765.3,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,61,37,9,3,2,,,,,2,,,,,2,2,1,5,,,,1,,,,,2,2,2,1,2,2,<25,<25,No,No,1,1,3,,,,,10,,,,3527,30.8999999999999986,73100,90,1035,1380,22
2021,549300WTZMQSET2VY242,36420,OK,40017,40017300904,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Joint,4,0,2,1,1,2,2,2,2,15000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,84,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,62,NA,9,9,2,,,,,2,,,,,2,2,1,5,,,,1,,,,,2,2,2,1,2,2,<25,<25,No,No,1,3,3,,,,,10,,,,3527,30.8999999999999986,73100,90,1035,1380,22
2021,549300WTZMQSET2VY242,36420,OK,40027,40027201203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,75000.0,56.204,3.25,0.629,3,2916.0,NA,1031.0,,,360,NA,NA,2,2,2,2,135000,1,3,3,5,1,NA,160,40,9,1,3,,,,,2,,,,,2,2,6,,,,,5,,,,,2,2,3,1,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,5391,34.759999999999998,73100,77,727,1024,22
